"STNID","TYPE","longitude","latitude","avg_PM2.5"
"3676A","PM2.5",113.2802,40.0995,31.1011070110701
"3677A","PM2.5",98.5881,24.4368,29.7163066818239
"3678A","PM2.5",116.5907,35.4054,49.5603480422623
"3682A","PM2.5",116.9814,36.6819,48.8291394061399
"3683A","PM2.5",109.8331,40.6576,42.2932228543161
"3684A","PM2.5",130.8781,45.8222,31.0108001963672
"3685A","PM2.5",117.897,28.4315,29.8566005388195
"3689A","PM2.5",113.9003,35.372,54.0033438237608
"3690A","PM2.5",115.9721,28.7031,29.0783787083384
"3692A","PM2.5",118.2059,39.6585,47.593136320305
"3693A","PM2.5",118.1436,39.6202,45.8503512293026
"3694A","PM2.5",115.986,40.4563,30.2870639534884
"3695A","PM2.5",116.6151,40.3053,31.6898512156768
"3696A","PM2.5",116.2545,39.8768,38.343913413596
"3697A","PM2.5",116.84,40.3844,32.9411195744166
"3698A","PM2.5",111.5968,40.8178,35.6100677143222
"3699A","PM2.5",111.6518,40.8389,30.0406382448267
"3700A","PM2.5",103.0456,29.9956,27.4551129978774
"3701A","PM2.5",116.9648,33.6252,40.3975947969076
"3703A","PM2.5",114.2917,36.0949,54.4714111922141
"3706A","PM2.5",122.2584,43.6333,27.3664695737866
"3707A","PM2.5",131.0207,45.3073,34.2171377867917
"3708A","PM2.5",122.2922,43.6189,31.5767441860465
"3709A","PM2.5",130.9967,45.3106,29.6757534075278
"3710A","PM2.5",121.5594,29.8975,18.9161313780148
"3713A","PM2.5",124.3419,43.1666,29.6686419753086
"3715A","PM2.5",117.3092,32.9314,42.4627756792982
"3719A","PM2.5",97.1714,31.1406,7.61941964285714
"3726A","PM2.5",88.8781,29.2426,7.21155384861578
"3728A","PM2.5",104.68,28.8071,43.6179747765397
"3734A","PM2.5",118.35,37.26,38.4886348876477
